Handshake_ID,P-521_Time_ms,P-521_Bytes_Total,2,p521_mlkem1024_Time_ms,p521_mlkem1024_Bytes_Total,5,mlkem1024_Time_ms,mlkem1024_Bytes_Total
402,1008.63,5402.0,,14.15,-1.0,,1008.93,6602.0
403,5.85,-1.0,,14.36,4840.0,,1011.91,6602.0
404,6.02,5402.0,,1039.24,4840.0,,5.61,6601.0
405,5.87,3963.0,,18.63,6735.0,,4.32,6602.0
406,5.74,5402.0,,14.46,-1.0,,5.56,6601.0
407,5.96,-1.0,,15.06,7496.0,,4.66,6601.0
408,6.69,5402.0,,17.39,6734.0,,5.59,6601.0
409,5.77,3963.0,,1016.42,-1.0,,4.81,6602.0
410,5.95,3963.0,,14.37,10487.0,,1011.09,9460.0
411,6.89,5402.0,,1037.03,6735.0,,6.56,6602.0
412,5.75,3963.0,,14.79,6735.0,,5.79,6602.0
413,5.73,3963.0,,14.03,6734.0,,5.1,-1.0
414,1005.86,3963.0,,1016.8,6735.0,,6.44,6600.0
415,5.92,3963.0,,14.55,6735.0,,5.38,6602.0
416,5.7,3963.0,,14.67,12585.0,,5.84,8715.0
417,7.21,-1.0,,14.29,6735.0,,1063.79,6602.0
418,5.81,3963.0,,15.58,6735.0,,5.62,9458.0
419,5.83,3963.0,,16.21,6735.0,,4.48,17968.0
420,1005.31,3963.0,,14.69,6734.0,,4.44,6601.0
421,6.03,5402.0,,14.46,6735.0,,4.24,8715.0
422,6.21,3963.0,,14.88,6734.0,,4.43,6602.0
423,6.3,3963.0,,15.18,6735.0,,5.25,6601.0
424,6.09,3963.0,,13.96,6735.0,,4.57,6602.0
425,7.21,5402.0,,15.67,8716.0,,4.43,6602.0
426,8.32,3963.0,,15.32,12587.0,,4.41,8716.0
